Category,Description,Nutrient Data Bank Number,Carbohydrate,Cholesterol,Choline,Protein,SugarTotal,Water,MonosaturatedFat,FatPolysaturated,SaturatedFat,Fat,Vitamin
Pork steak or cutlet,"Pork steak or cutlet, fried, NS as to fat eaten",22201200,0.06,82,96.4,22.96,0,58.69,6.683,2.049,5.581,15.86,1
Pork steak or cutlet,"Pork steak or cutlet, fried, lean and fat eaten",22201210,0.06,82,96.4,22.96,0,58.69,6.683,2.049,5.581,15.86,1
Pork steak or cutlet,"Pork steak or cutlet, fried, lean only eaten",22201220,0.07,79,103.5,24.61,0,65.23,3.226,0.805,2.595,7.42,0
Pork steak or cutlet,"Pork steak or cutlet, breaded or floured, broiled or baked, NS as to fat eaten",22201300,9.15,75,89,22.3,0.4,51.36,6.137,2.012,5.151,14.79,1
Pork steak or cutlet,"Pork steak or cutlet, breaded or floured, broiled or baked, lean and fat eaten",22201310,9.15,75,89,22.3,0.4,51.36,6.137,2.012,5.151,14.79,1
Pork steak or cutlet,"Pork steak or cutlet, breaded or floured, broiled or baked, lean only eaten",22201320,9.15,72,95.5,23.8,0.4,57.3,2.997,0.883,2.439,7.12,0
Pork steak or cutlet,"Pork steak or cutlet, breaded or floured, fried, NS as to fat eaten",22201400,16.6,99,99.7,21.07,1.46,43.09,6.721,3.385,5.068,16.72,18
Pork steak or cutlet,"Pork steak or cutlet, breaded or floured, fried, lean and fat eaten",22201410,16.24,97,97.5,20.61,1.43,41.43,7.79,4.507,5.354,19.26,18
Pork steak or cutlet,"Pork steak or cutlet, breaded or floured, fried, lean only eaten",22201420,16.24,95,102.6,21.78,1.43,46.07,5.333,3.623,3.232,13.25,17
Pork,"Pork, tenderloin, cooked, NS as to cooking method",22210300,0,72,103.7,26.9,0,66.87,1.656,0.692,1.444,4.33,0
Pork,"Pork, tenderloin, breaded, fried",22210310,15.18,84,96.3,21.95,1.34,45.09,6.234,5.564,3.008,15.81,16
Pork,"Pork, tenderloin, braised",22210350,0,71,105.1,27.24,0,68.04,1.022,0.473,0.9,2.8,0
Pork,"Pork, tenderloin, baked",22210400,0,72,103.7,26.9,0,66.87,1.656,0.692,1.444,4.33,0
Pork,"Pork, tenderloin, battered, fried",22210450,7.56,65,91.8,23.29,1.32,60.24,2.776,1.727,1.946,7.08,4
Ham,"Ham, fried, NS as to fat eaten",22300120,1.27,52,76.2,19.13,1.09,64.68,5.129,2.999,2.825,11.53,6
Ham,"Ham, fried, lean and fat eaten",22300130,1.27,52,76.2,19.13,1.09,64.68,5.129,2.999,2.825,11.53,6
Ham,"Ham, fried, lean only eaten",22300140,1,50,84.1,20.52,0.99,65.07,4.331,2.731,2.283,9.9,6
Ham,"Ham, breaded or floured, fried, NS as to fat eaten",22300150,7.34,62,79,18.34,1.35,60.62,4.573,2.707,2.642,10.53,12
Ham,"Ham, breaded or floured, fried, lean and fat eaten",22300160,7.34,62,79,18.34,1.35,60.62,4.573,2.707,2.642,10.53,12
Ham,"Ham, breaded or floured, fried, lean only eaten",22300170,6.78,61,86.2,19.63,1.39,61.01,3.909,2.515,2.197,9.22,12
Ham,"Ham, fresh, cooked, NS as to fat eaten",22301000,0,93,91.4,26.61,0,54.58,7.814,1.666,6.416,17.46,3
Ham,"Ham, fresh, cooked, lean and fat eaten",22301110,0,93,91.4,26.61,0,54.58,7.814,1.666,6.416,17.46,3
Ham,"Ham, fresh, cooked, lean only eaten",22301120,0,93,100.3,29.16,0,60.16,4.413,0.843,3.273,9.36,3
Ham,"Ham, smoked or cured, cooked, NS as to fat eaten",22311000,1.19,55,80.3,20.09,1.04,68.15,3.214,0.979,2.283,6.7,6
Ham,"Ham, smoked or cured, cooked, lean and fat eaten",22311010,1.19,55,80.3,20.09,1.04,68.15,3.214,0.979,2.283,6.7,6
Ham,"Ham, smoked or cured, cooked, lean only eaten",22311020,1.05,53,88.7,21.64,1.05,68.64,2.271,0.621,1.658,4.95,6
Ham,"Ham, prosciutto",22311450,0.3,70,105.5,27.8,0,55.93,3.821,0.97,2.78,8.32,0
Ham,"Ham, smoked or cured, canned, NS as to fat eaten",22311500,1,43,69.3,17.46,1,71.89,2.87,0.695,2.005,6.17,6
Ham,"Ham, smoked or cured, canned, lean and fat eaten",22311510,1,43,69.3,17.46,1,71.89,2.87,0.695,2.005,6.17,6
Ham,"Ham, smoked or cured, canned, lean only eaten",22311520,1,43,70.4,17.8,1,73.41,2.003,0.458,1.402,4.31,6
Ham,"Ham, smoked or cured, ground patty",22321110,1.42,86,62.3,18.53,1.09,49.89,11.541,5.115,8.826,27.25,28
Pork roast,"Pork roast, NS as to cut, cooked, NS as to fat eaten",22400100,0,81,92.3,26.86,0,57.03,6.456,1.2,5.325,14.53,3
Pork roast,"Pork roast, NS as to cut, cooked, lean and fat eaten",22400110,0,81,92.3,26.86,0,57.03,6.456,1.2,5.325,14.53,3
Pork roast,"Pork roast, NS as to cut, cooked, lean only eaten",22400120,0,80,97.6,28.38,0,60.52,4.284,0.754,3.481,9.55,2
Pork roast,"Pork roast, loin, cooked, NS as to fat eaten",22401000,0,81,92.3,26.86,0,57.03,6.456,1.2,5.325,14.53,3
Pork roast,"Pork roast, loin, cooked, lean and fat eaten",22401010,0,81,92.3,26.86,0,57.03,6.456,1.2,5.325,14.53,3
Pork roast,"Pork roast, loin, cooked, lean only eaten",22401020,0,80,97.6,28.38,0,60.52,4.284,0.754,3.481,9.55,2
Fried pork chunks,"Fried pork chunks, Puerto Rican style",22402510,0.86,109,94.9,35.33,0.03,49.5,4.874,1.441,4.004,11.35,1
Pork roast,"Pork roast, shoulder, cooked, NS as to fat eaten",22411000,0,89,79.3,23.09,0,54.35,9.391,2.033,7.795,21.21,2
Pork roast,"Pork roast, shoulder, cooked, lean and fat eaten",22411010,0,89,79.3,23.09,0,54.35,9.391,2.033,7.795,21.21,2
Pork roast,"Pork roast, shoulder, cooked, lean only eaten",22411020,0,89,86.3,25.12,0,60.14,6.119,1.24,4.75,13.43,2
Pork roast,"Pork roast, smoked or cured, cooked, NS as to fat eaten",22421000,0.5,57,85.9,21.97,0,65.75,3.74,1.07,2.61,7.66,0
Pork roast,"Pork roast, smoked or cured, cooked, lean and fat eaten",22421010,0.5,57,85.9,21.97,0,65.75,3.74,1.07,2.61,7.66,0
Pork roast,"Pork roast, smoked or cured, cooked, lean only eaten",22421020,0,55,101.9,25.05,0,65.78,2.53,0.63,1.84,5.5,0
Pork roll,"Pork roll, cured, fried",22431000,4.49,69,66.8,13.07,0,50.44,14.18,2.655,10.353,28.39,0
Canadian bacon,"Canadian bacon, cooked",22501010,1.8,67,104.8,28.31,1.2,62.5,1.255,0.485,1.039,2.78,0
Bacon,"Bacon, NS as to type of meat, cooked",22600100,1.7,99,89.5,33.92,0,23.65,15.53,6.112,11.964,35.09,11
Bacon,"Bacon, NS as to type of meat, reduced sodium, cooked",22600110,4.8,100,56.9,13.33,0,58.93,8.571,4.275,6.667,20,8
Pork bacon,"Pork bacon, NS as to fresh, smoked or cured, cooked",22600200,1.7,99,89.5,33.92,0,23.65,15.53,6.112,11.964,35.09,11
Pork bacon,"Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked",22600210,1.43,110,123.2,37.04,0,12.32,18.52,4.548,13.739,41.78,11
Pork bacon,"Pork bacon, smoked or cured, cooked",22601000,1.7,99,89.5,33.92,0,23.65,15.53,6.112,11.964,35.09,11
Bacon or side pork,"Bacon or side pork, fresh, cooked",22601040,1.7,99,89.5,33.92,0,23.65,15.53,6.112,11.964,35.09,11
Pork bacon,"Pork bacon, smoked or cured, reduced sodium, cooked",22602010,1.43,110,123.2,37.04,0,12.32,18.52,4.548,13.739,41.78,11
Salt pork,"Salt pork, cooked",22621000,0,84,40.7,2.68,0,9.98,36.64,10.744,31.339,81.93,9
Fat back,"Fat back, cooked",22621100,0,84,40.7,2.68,0,9.98,36.64,10.744,31.339,81.93,9
Pork,"Pork, spareribs, cooked, NS as to fat eaten",22701000,0,120,99.1,28.82,0,40.09,13.368,2.707,11.027,30.05,3
Pork,"Pork, spareribs, cooked, lean and fat eaten",22701010,0,120,99.1,28.82,0,40.09,13.368,2.707,11.027,30.05,3
Pork,"Pork, spareribs, cooked, lean only eaten",22701020,0,78,99,28.79,0,61.05,5.323,1.001,2.369,9.24,2
Pork,"Pork, spareribs, barbecued, with sauce, NS as to fat eaten",22701030,12.74,88,75,21.45,10.39,42.4,9.855,2.022,8.122,22.29,6
Pork,"Pork, spareribs, barbecued, with sauce, lean and fat eaten",22701040,12.74,88,75,21.45,10.39,42.4,9.855,2.022,8.122,22.29,6
Pork,"Pork, spareribs, barbecued, with sauce, lean only eaten",22701050,12.74,73,81.4,19.63,10.39,55.22,4.546,1.054,3.677,9.82,3
Pork,"Pork, cracklings, cooked",22704010,1.7,99,89.5,33.92,0,23.65,15.53,6.112,11.964,35.09,11
Pork ears,"Pork ears, tail, head, snout, miscellaneous parts, cooked",22705010,0,87,79.4,26.14,0,58.05,5.926,1.506,4.852,13.77,2
Pork,"Pork, neck bones, cooked",22706010,0,68,106.2,25.85,0,63.72,3.499,1.334,2.605,7.96,1
Pork,"Pork, pig's feet, cooked",22707010,0,106,74.8,21.76,0,62.33,7.938,1.527,4.307,15.92,0
Pork,"Pork, pig's feet, pickled",22707020,0.01,83,44.5,11.63,0,75,5.677,0.784,2.945,10.02,11
Pork,"Pork, pig's hocks, cooked",22708010,0,85,102.5,24.67,0,59.53,6.122,2.76,4.814,14.21,4
Pork skin rinds,Pork skin rinds,22709010,0,95,164.5,61.3,0,1.8,14.78,3.64,11.37,31.3,12
Pork skin,"Pork skin, boiled",22709110,0,78,32.6,7,0,26.04,28.746,11.442,23.657,65.55,24
Ham,"Ham, baby food, strained",22810010,3.7,24,45.2,11.3,0,80.5,1.803,0.51,1.267,3.8,2
Meat stick,"Meat stick, baby food",22820000,1.1,70,56.8,13.4,0.8,69.5,6.48,1.59,5.82,14.6,21
Lamb,"Lamb, NS as to cut, cooked",23000100,0,96,92.9,24.32,0,53.28,8.747,1.497,8.756,20.77,0
Lamb chop,"Lamb chop, NS as to cut, cooked, NS as to fat eaten",23101000,0,99,93,24.96,0,51.14,9.619,1.666,9.748,22.89,0
Lamb chop,"Lamb chop, NS as to cut, cooked, lean and fat eaten",23101010,0,99,93,24.96,0,51.14,9.619,1.666,9.748,22.89,0
Lamb chop,"Lamb chop, NS as to cut, cooked, lean only eaten",23101020,0,94,107.4,29.74,0,60.48,4.225,0.635,3.451,9.65,0
Lamb,"Lamb, loin chop, cooked, NS as to fat eaten",23104000,0,99,93,24.96,0,51.14,9.619,1.666,9.748,22.89,0
Lamb,"Lamb, loin chop, cooked, lean and fat eaten",23104010,0,99,93,24.96,0,51.14,9.619,1.666,9.748,22.89,0
Lamb,"Lamb, loin chop, cooked, lean only eaten",23104020,0,94,107.4,29.74,0,60.48,4.225,0.635,3.451,9.65,0
Lamb,"Lamb, shoulder chop, cooked, NS as to fat eaten",23107000,0,91,87.2,22.32,0,55.8,8.102,1.607,8.37,19.8,0
Lamb,"Lamb, shoulder chop, cooked, lean and fat eaten",23107010,0,91,87.2,22.32,0,55.8,8.102,1.607,8.37,19.8,0
Lamb,"Lamb, shoulder chop, cooked, lean only eaten",23107020,0,86,95,24.73,0,62.8,4.324,0.942,4.046,10.68,0
Lamb,"Lamb, ribs, cooked, lean only eaten",23110000,0,90,103.5,27.51,0,58.34,5.167,1.17,4.611,12.84,0
Lamb,"Lamb, ribs, cooked, NS as to fat eaten",23110010,0,98,85.7,21.95,0,46.67,12.019,2.35,12.594,29.34,0
Lamb,"Lamb, ribs, cooked, lean and fat eaten",23110050,0,98,85.7,21.95,0,46.67,12.019,2.35,12.594,29.34,0
Lamb hocks,"Lamb hocks, cooked",23111010,0,105,109.1,28.13,0,56.33,5.633,0.962,5.583,13.35,0
Lamb,"Lamb, roast, cooked, NS as to fat eaten",23120100,0,92,91.3,23.83,0,56.4,7.502,1.388,7.601,18.07,0
Lamb,"Lamb, roast, cooked, lean and fat eaten",23120110,0,92,91.3,23.83,0,56.4,7.502,1.388,7.601,18.07,0
Lamb,"Lamb, roast, cooked, lean only eaten",23120120,0,87,99.5,26.4,0,63.08,3.843,0.724,3.392,9.18,0
Lamb,"Lamb, ground or patty, cooked",23132000,0,96,92.6,24.54,0,54.64,8.251,1.388,8.052,19.49,0
Goat,"Goat, boiled",23150100,0,74,105.5,26.87,0,67.64,1.349,0.228,0.922,3,0
Goat,"Goat, fried",23150200,0,73,103.9,26.46,0,66.59,1.683,1.126,1.152,4.52,0
Goat,"Goat, baked",23150250,0,74,105.5,26.87,0,67.64,1.349,0.228,0.922,3,0
Goat head,"Goat head, cooked",23150270,0.48,1064,231.3,21.82,0,69.82,1.519,0.687,1.401,5.46,2
Goat ribs,"Goat ribs, cooked",23150300,0,74,105.5,26.87,0,67.64,1.349,0.228,0.922,3,0
Veal,"Veal, NS as to cut, cooked, NS as to fat eaten",23200100,0,113,115.6,29.85,0,56.61,4.363,0.793,4.244,11.3,0
Veal,"Veal, NS as to cut, cooked, lean and fat eaten",23200110,0,113,115.6,29.85,0,56.61,4.363,0.793,4.244,11.3,0
Veal,"Veal, NS as to cut, cooked, lean only eaten",23200120,0,117,122,31.63,0,59.66,2.33,0.585,1.825,6.52,0
Veal chop,"Veal chop, NS as to cooking method, NS as to fat eaten",23201010,0,102,98.9,24.59,0,60.23,4.74,0.803,5.216,12.22,0
Veal chop,"Veal chop, NS as to cooking method, lean and fat eaten",23201020,0,102,98.9,24.59,0,60.23,4.74,0.803,5.216,12.22,0
Veal chop,"Veal chop, NS as to cooking method, lean only eaten",23201030,0,105,104.4,26.1,0,64.06,2.469,0.565,2.559,6.88,0
Veal chop,"Veal chop, fried, NS as to fat eaten",23203010,9.91,112,113.2,27.29,0.57,51.31,3.39,1.49,3.06,9.18,10
Veal chop,"Veal chop, fried, lean and fat eaten",23203020,9.91,112,113.2,27.29,0.57,51.31,3.39,1.49,3.06,9.18,10
Veal chop,"Veal chop, fried, lean only eaten",23203030,9.84,113,117.9,28.41,0.57,53.14,2.16,1.35,1.6,6.27,10
Veal chop,"Veal chop, broiled, NS as to fat eaten",23203100,0,102,98.9,24.59,0,60.23,4.74,0.803,5.216,12.22,0
Veal chop,"Veal chop, broiled, lean and fat eaten",23203110,0,102,98.9,24.59,0,60.23,4.74,0.803,5.216,12.22,0
Veal chop,"Veal chop, broiled, lean only eaten",23203120,0,105,104.4,26.1,0,64.06,2.469,0.565,2.559,6.88,0
Veal cutlet or steak,"Veal cutlet or steak, NS as to cooking method, NS as to fat eaten",23204010,0,119,131.1,33.67,0,56.44,2.772,0.521,2.821,7.28,0
Veal cutlet or steak,"Veal cutlet or steak, NS as to cooking method, lean and fat eaten",23204020,0,133,140,35.86,0,55.03,2.34,0.466,2.509,6.28,0
Veal cutlet or steak,"Veal cutlet or steak, NS as to cooking method, lean only eaten",23204030,0,106,127.3,32.89,0,60.18,1.636,0.407,1.279,4.58,0
Veal cutlet or steak,"Veal cutlet or steak, broiled, NS as to fat eaten",23204200,0,102,107.3,27.47,0,65.55,1.716,0.347,1.825,4.61,0
Veal cutlet or steak,"Veal cutlet or steak, broiled, lean and fat eaten",23204210,0,102,107.3,27.47,0,65.55,1.716,0.347,1.825,4.61,0
Veal cutlet or steak,"Veal cutlet or steak, broiled, lean only eaten",23204220,0,106,127.3,32.89,0,60.18,1.636,0.407,1.279,4.58,0
Veal cutlet or steak,"Veal cutlet or steak, fried, NS as to fat eaten",23205010,9.91,112,113.2,27.29,0.57,51.31,3.39,1.49,3.06,9.18,10
Veal cutlet or steak,"Veal cutlet or steak, fried, lean and fat eaten",23205020,9.91,112,113.2,27.29,0.57,51.31,3.39,1.49,3.06,9.18,10
Veal cutlet or steak,"Veal cutlet or steak, fried, lean only eaten",23205030,0,106,127.3,32.89,0,60.18,1.636,0.407,1.279,4.58,0
Veal,"Veal, roasted, NS as to fat eaten",23210010,0,113,115.6,29.85,0,56.61,4.363,0.793,4.244,11.3,0
Veal,"Veal, roasted, lean and fat eaten",23210020,0,113,115.6,29.85,0,56.61,4.363,0.793,4.244,11.3,0
Veal,"Veal, roasted, lean only eaten",23210030,0,105,104.4,26.1,0,64.06,2.469,0.565,2.559,6.88,0
Veal,"Veal, ground or patty, cooked",23220010,0,102,94.2,24.18,0,66.21,2.816,0.545,3.015,7.5,0
Mock chicken legs,"Mock chicken legs, cooked",23220020,5.27,87,77.6,20.75,0.02,58.12,5.618,2.431,4.346,13.79,3
Veal patty,"Veal patty, breaded, cooked",23220030,8.63,79,103.9,22.23,0.75,50.62,7.555,2.423,5.388,17.11,9
Rabbit,"Rabbit, NS as to domestic or wild, cooked",23310000,0,86,120.7,30.25,0,58.58,2.261,1.623,2.5,8.38,0
Rabbit,"Rabbit, domestic, NS as to cooking method",23311100,0,86,120.7,30.25,0,58.58,2.261,1.623,2.5,8.38,0
Rabbit,"Rabbit, NS as to domestic or wild, breaded, fried",23311120,5.06,76,107.6,27.65,0.44,52.18,3.879,2.814,3.39,12.16,0
Rabbit,"Rabbit, wild, cooked",23311200,0,122,129.4,32.88,0,61.12,0.946,0.677,1.046,3.5,0
Venison/deer,"Venison/deer, NFS",23321000,0,112,133.4,36.08,0,59.45,0.89,0.261,2.227,3.93,0
Venison/deer,"Venison/deer, cured",23321050,0,110,129.9,35.11,0,57.86,0.983,0.282,2.268,4.08,0
Venison/deer,"Venison/deer, roasted",23321100,0,112,133.4,36.08,0,59.45,0.89,0.261,2.227,3.93,0
Venison/deer steak,"Venison/deer steak, cooked, NS as to cooking method",23321200,0,78,111.6,29.8,0,66.18,0.649,0.185,1.434,2.61,0
Venison/deer steak,"Venison/deer steak, breaded or floured, cooked, NS as to cooking method",23321250,12.36,86,102.9,24.85,1.09,54.05,2.707,2.442,2.025,7.79,13
Venison/deer jerky,Venison/deer jerky,23321900,14.72,129,122.8,32.2,14.75,23.39,7.32,1.907,9.604,22.41,0
Deer sausage,Deer sausage,23322100,4.29,57,29.7,10.91,2.05,55.31,12.198,1.182,10.487,26.13,19
Deer chop,"Deer chop, cooked",23322300,0,73,105,28.06,0,62.32,3.003,1.853,2.772,8.28,0
Venison/deer ribs,"Venison/deer ribs, cooked",23322350,0,112,133.4,36.08,0,59.45,0.89,0.261,2.227,3.93,0
Venison/deer,"Venison/deer, stewed",23322400,0,112,133.4,36.08,0,59.45,0.89,0.261,2.227,3.93,0
Moose,"Moose, cooked",23323100,0,78,114.9,29.15,0,67.55,0.199,0.309,0.289,0.97,0
Bear,"Bear, cooked",23323500,0,98,121.8,32.28,0,53.33,5.636,2.39,3.525,13.33,0
Caribou,"Caribou, cooked",23324100,0,109,122.1,29.64,0,62.17,1.324,0.617,1.693,4.4,0
Bison,"Bison, cooked",23326100,0,82,114.3,28.32,0,66.26,0.946,0.239,0.906,2.41,0
Ground hog,"Ground hog, cooked",23331100,0,83,63.1,25.96,0,59.18,5.734,1.361,4.683,13.6,2
Opossum,"Opossum, cooked",23332100,0,128,116,30.07,0,58.06,3.757,2.971,1.201,10.16,0
Squirrel,"Squirrel, cooked",23333100,0,120,122.4,30.64,0,61.81,1.779,1.676,0.538,4.67,0
Beaver,"Beaver, cooked",23334100,0,117,129.4,34.7,0,57.68,1.882,1.344,2.061,6.93,0
Raccoon,"Raccoon, cooked",23335100,0,97,114.9,29.08,0,54.08,5.188,2.081,4.053,14.44,0
Armadillo,"Armadillo, cooked",23340100,0,77,116.9,28.18,0,63.6,1.703,0.637,1.295,4.36,0
Wild pig,"Wild pig, smoked",23345100,0,76,115.3,27.8,0,62.75,1.68,0.629,1.277,4.3,0
Ostrich,"Ostrich, cooked",23350100,0,82,65.2,25.93,0,66.56,2.138,0.733,1.778,7.01,0
Lamb,"Lamb, baby food, strained",23410010,0.85,36,54.7,14.07,0,81.06,1.27,0.31,1.65,3.41,0
Veal,"Veal, baby food, strained",23420010,1.51,33,49.5,13.12,0,82.37,1.054,0.157,1.063,2.45,0
Chicken,"Chicken, NS as to part and cooking method, NS as to skin eaten",24100000,0,112,66.3,26.79,0,66.02,2.706,0.937,1.579,6.36,8
Chicken,"Chicken, NS as to part and cooking method, skin eaten",24100010,0.1,113,62.1,25.07,0.1,63.3,4.449,1.388,2.728,10.65,15
Chicken,"Chicken, NS as to part and cooking method, skin not eaten",24100020,0,112,66.3,26.79,0,66.02,2.706,0.937,1.579,6.36,8
Chicken,"Chicken, NS as to part, baked, broiled, or roasted, NS as to skin eaten",24102000,0,115,74,27.32,0,65.95,1.899,1.03,1.366,5.32,8
Chicken,"Chicken, NS as to part, baked, broiled, or roasted, skin eaten",24102010,0,114,65.9,24.7,0,63.26,4.318,2.165,2.914,10.8,16
Chicken,"Chicken, NS as to part, baked, broiled, or roasted, skin not eaten",24102020,0,115,74,27.32,0,65.95,1.899,1.03,1.366,5.32,8
Chicken,"Chicken, NS as to part, rotisserie, NS as to skin eaten",24102050,0,112,66.3,26.79,0,66.02,2.706,0.937,1.579,6.36,8
Chicken,"Chicken, NS as to part, rotisserie, skin eaten",24102060,0.1,113,62.1,25.07,0.1,63.3,4.449,1.388,2.728,10.65,15
Chicken,"Chicken, NS as to part, rotisserie, skin not eaten",24102070,0,112,66.3,26.79,0,66.02,2.706,0.937,1.579,6.36,8
Chicken,"Chicken, NS as to part, stewed, NS as to skin eaten",24103000,0,113,70.3,26.03,0,67.19,1.921,0.973,1.366,5.38,8
Chicken,"Chicken, NS as to part, stewed, skin eaten",24103010,0,113,62.7,23.58,0,64.26,4.352,2.133,2.925,10.86,15
Chicken,"Chicken, NS as to part, stewed, skin not eaten",24103020,0,113,70.3,26.03,0,67.19,1.921,0.973,1.366,5.38,8
Chicken,"Chicken, NS as to part, grilled without sauce, NS as to skin eaten",24103050,0,112,72.4,26.74,0,64.57,2.692,1.828,1.609,7.2,8
Chicken,"Chicken, NS as to part, grilled without sauce, skin eaten",24103055,0,112,64.5,24.19,0,61.93,5.06,2.94,3.125,12.57,16
Chicken,"Chicken, NS as to part, grilled without sauce, skin not eaten",24103060,0,112,72.4,26.74,0,64.57,2.692,1.828,1.609,7.2,8
Chicken,"Chicken, NS as to part, grilled with sauce, NS as to skin eaten",24103070,7.31,92,60.4,21.98,5.96,62.52,2.366,1.661,1.372,6.36,8
Chicken,"Chicken, NS as to part, grilled with sauce, skin eaten",24103075,7.31,91,53.9,19.89,5.96,60.36,4.298,2.569,2.609,10.74,15
Chicken,"Chicken, NS as to part, grilled with sauce, skin not eaten",24103080,7.31,92,60.4,21.98,5.96,62.52,2.366,1.661,1.372,6.36,8
Chicken,"Chicken, NS as to part, sauteed, skin eaten",24104049,0,112,64.5,24.19,0,61.93,5.06,2.94,3.125,12.57,16
Chicken,"Chicken, NS as to part, sauteed, skin not eaten",24104051,0,112,72.4,26.74,0,64.57,2.692,1.828,1.609,7.2,8
Chicken,"Chicken, NS as to part, fried, coated, skin / coating eaten",24107070,7.14,100,78,21.75,0,53.52,6.838,2.796,3.999,15.02,14
Chicken,"Chicken, NS as to part, fried, coated, skin / coating not eaten",24107071,0.07,113,99.7,26.18,0,65.14,2.799,1.203,1.736,6.58,8
Chicken,"Chicken, NS as to part, baked, coated, skin / coating eaten",24107080,7.14,100,78,21.75,0,53.52,6.838,2.796,3.999,15.02,14
Chicken,"Chicken, NS as to part, baked, coated, skin / coating not eaten",24107081,0.07,113,99.7,26.18,0,65.14,2.799,1.203,1.736,6.58,8
Chicken breast,"Chicken breast, NS as to cooking method, skin eaten",24120110,0.09,90,57.1,26.37,0.09,65.19,3.131,0.945,1.958,7.67,11
Chicken breast,"Chicken breast, NS as to cooking method, skin not eaten",24120120,0,86,59.8,28.04,0,67.78,1.444,0.49,0.863,3.57,5
Chicken breast,"Chicken breast, baked, broiled, or roasted, skin eaten, from raw",24122130,0,97,64.5,26.25,0,63.16,3.251,1.717,2.287,8.8,18
Chicken breast,"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw",24122131,0,98,77.2,30.22,0,64.14,0.926,0.57,0.756,3.52,9
Chicken breast,"Chicken breast, baked or broiled, skin eaten, from pre-cooked",24122140,0.09,90,57.1,26.37,0.09,65.19,3.131,0.945,1.958,7.67,11
Chicken breast,"Chicken breast, baked or broiled, skin not eaten, from pre-cooked",24122141,0,86,59.8,28.04,0,67.78,1.444,0.49,0.863,3.57,5
Chicken breast,"Chicken breast, baked or broiled, skin eaten, from fast food / restaurant",24122150,0,95,63.1,25.67,0,61.77,4.016,2.501,2.51,10.6,17
Chicken breast,"Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant",24122151,0,96,75.5,29.56,0,62.73,1.742,1.38,1.012,5.44,9
